Identificador do processo de viagem ,Sequência Trecho,Origem - Data,Origem - País,Origem - UF,Origem - Cidade,Destino - Data,Destino - País,Destino - UF,Destino - Cidade,Meio de transporte,Número Diárias,Missao?
13471899,1,20170126,Itália,,Roma,20170131,Estônia,,Tallin,Aéreo,0.00,"Sim
"
13471921,1,20170126,Itália,,Roma,20170131,Estônia,,Tallin,Aéreo,0.00,"Não
"
13471956,2,20170312,Brasil,São Paulo,Guarulhos,20170316,Brasil,São Paulo,São José dos Campos,Rodoviário,4.00,"Sim
"
13471956,1,20170312,Brasil,Distrito Federal,Brasília,20170312,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13471956,3,20170316,Brasil,São Paulo,São José dos Campos,20170316,Brasil,São Paulo,Guarulhos,Rodoviário,0.00,"Não
"
13471956,4,20170316,Brasil,São Paulo,Guarulhos,20170316,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13472024,2,20170106,Brasil,Pará,Belém,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13472024,1,20170104,Brasil,Distrito Federal,Brasília,20170106,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13472083,2,20170107,Brasil,Pará,Belém,20170107,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13472083,1,20170104,Brasil,Rio de Janeiro,Rio de Janeiro,20170107,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13472117,3,20170121,Brasil,São Paulo,São Paulo,20170121,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13472117,2,20170120,Emirados Árabes,,Abu Dabi,20170121,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13472117,1,20170117,Brasil,Distrito Federal,Brasília,20170120,Emirados Árabes,,Abu Dabi,Aéreo,2.00,"Sim
"
13472146,1,20170126,República Togolesa,,Lomé,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13472183,2,20170119,Brasil,Rio Grande do Norte,Natal,20170119,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13472183,1,20170117,Brasil,Distrito Federal,Brasília,20170119,Brasil,Rio Grande do Norte,Natal,Aéreo,2.00,"Sim
"
13472497,3,20170217,Brasil,Ceará,Fortaleza,20170217,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13472497,2,20170204,Brasil,Minas Gerais,Confins,20170217,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Sim
"
13472497,4,20170217,Brasil,Minas Gerais,Confins,20170217,Brasil,Minas Gerais,São João Del Rei,Veículo Oficial,0.00,"Não
"
13472497,1,20170204,Brasil,Minas Gerais,São João Del Rei,20170204,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13472640,1,20170129,Brasil,Piauí,Teresina,20170131,Brasil,Pernambuco,Recife,Aéreo,0.00,"Sim
"
13472640,2,20170131,Brasil,Pernambuco,Recife,20170131,Brasil,Piauí,Teresina,Aéreo,0.00,"Não
"
13472644,2,20170107,Brasil,Ceará,Fortaleza,20170107,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Não
"
13472644,3,20170107,Brasil,Minas Gerais,Uberlândia,20170107,Brasil,Minas Gerais,Ituiutaba,Rodoviário,0.00,"Não
"
13472644,1,20170102,Brasil,Minas Gerais,Uberlândia,20170107,Brasil,Ceará,Fortaleza,Aéreo,5.00,"Sim
"
13472741,2,20170121,Alemanha,,Kiel,20170127,Espanha,,San Sebastián,Aéreo,0.00,"Sim
"
13472741,1,20170115,Brasil,Distrito Federal,Brasília,20170121,Alemanha,,Kiel,Aéreo,0.00,"Sim
"
13472741,3,20170127,Espanha,,San Sebastián,20170128,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13472810,1,20170131,Brasil,Rio Grande do Sul,Porto Alegre,20170131,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13472810,5,20170202,Brasil,Minas Gerais,Confins,20170202,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13472810,4,20170202,Brasil,Minas Gerais,Mariana,20170202,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13472810,3,20170131,Brasil,Minas Gerais,Mariana,20170202,Brasil,Minas Gerais,Mariana,Inválido,0.00,"Sim
"
13472810,2,20170131,Brasil,Minas Gerais,Confins,20170131,Brasil,Minas Gerais,Mariana,Rodoviário,0.00,"Não
"
13472923,3,20170217,Brasil,Ceará,Fortaleza,20170217,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13472923,2,20170204,Brasil,Minas Gerais,Confins,20170217,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Sim
"
13472923,4,20170217,Brasil,Minas Gerais,Confins,20170217,Brasil,Minas Gerais,São João Del Rei,Veículo Oficial,0.00,"Não
"
13472923,1,20170204,Brasil,Minas Gerais,São João Del Rei,20170204,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13472948,1,20170111,Brasil,Distrito Federal,Brasília,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,2.00,"Sim
"
13472948,2,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,20170113,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473020,2,20170107,Brasil,Pará,Belém,20170107,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473020,1,20170104,Brasil,Distrito Federal,Brasília,20170107,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13473023,1,20170109,Brasil,Distrito Federal,Brasília,20170113,Benin,,Cotonou,Aéreo,0.00,"Sim
"
13473136,2,20170121,Alemanha,,Kiel,20170122,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473136,1,20170115,Brasil,Distrito Federal,Brasília,20170121,Alemanha,,Kiel,Aéreo,0.00,"Sim
"
13473218,2,20170222,Brasil,Minas Gerais,Uberlândia,20170222,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13473218,1,20170220,Brasil,Bahia,Salvador,20170222,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13473256,1,20170114,Brasil,Rio Grande do Sul,Porto Alegre,20170120,México,,Cidade do México,Aéreo,0.00,"Sim
"
13473299,1,20170114,Brasil,Rio Grande do Sul,Porto Alegre,20170120,México,,Cidade do México,Aéreo,0.00,"Não
"
13473380,1,20170125,Espanha,,Barcelona,20170130,África do Sul,,Cidade do Cabo,Aéreo,0.00,"Sim
"
13473462,1,20170119,Brasil,Distrito Federal,Brasília,20170119,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13473462,2,20170119,Brasil,Rio de Janeiro,Rio de Janeiro,20170119,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473643,2,20170204,Brasil,Bahia,Porto Seguro,20170204,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13473643,1,20170128,Brasil,Pernambuco,Recife,20170204,Brasil,Bahia,Porto Seguro,Aéreo,0.00,"Sim
"
13473646,1,20170114,Brasil,Distrito Federal,Brasília,20170121,Suíça,,Zurique,Aéreo,0.00,"Sim
"
13473646,2,20170121,Suíça,,Zurique,20170122,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473671,2,20170204,Brasil,Bahia,Porto Seguro,20170204,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13473671,1,20170128,Brasil,Pernambuco,Recife,20170204,Brasil,Bahia,Porto Seguro,Aéreo,0.00,"Sim
"
13473756,2,20170204,Brasil,Bahia,Porto Seguro,20170204,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13473756,1,20170128,Brasil,Pernambuco,Recife,20170204,Brasil,Bahia,Porto Seguro,Aéreo,0.00,"Sim
"
13473788,2,20170120,Brasil,Paraná,Foz do Iguaçu,20170120,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473788,1,20170118,Brasil,Distrito Federal,Brasília,20170120,Brasil,Paraná,Foz do Iguaçu,Aéreo,2.00,"Sim
"
13473790,2,20170120,Brasil,Paraná,Foz do Iguaçu,20170120,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473790,1,20170118,Brasil,Distrito Federal,Brasília,20170120,Brasil,Paraná,Foz do Iguaçu,Aéreo,2.00,"Sim
"
13473794,2,20170120,Brasil,Paraná,Foz do Iguaçu,20170120,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473794,1,20170118,Brasil,Distrito Federal,Brasília,20170120,Brasil,Paraná,Foz do Iguaçu,Aéreo,2.00,"Sim
"
13473795,2,20170204,Brasil,Bahia,Porto Seguro,20170204,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13473795,1,20170128,Brasil,Pernambuco,Recife,20170204,Brasil,Bahia,Porto Seguro,Aéreo,0.00,"Sim
"
13473797,1,20170219,Brasil,Distrito Federal,Brasília,20170224,Bélgica,,Bruxelas,Aéreo,4.00,"Sim
"
13473797,2,20170224,Bélgica,,Bruxelas,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473804,1,20170131,Brasil,Distrito Federal,Brasília,20170203,Brasil,Santa Catarina,Florianópolis,Aéreo,3.00,"Sim
"
13473804,2,20170203,Brasil,Santa Catarina,Florianópolis,20170203,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473820,1,20170131,Brasil,Distrito Federal,Brasília,20170203,Brasil,Santa Catarina,Florianópolis,Aéreo,0.00,"Sim
"
13473820,2,20170203,Brasil,Santa Catarina,Florianópolis,20170203,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473828,2,20170103,Brasil,Alagoas,Maceió,20170103,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473828,1,20170101,Brasil,Distrito Federal,Brasília,20170103,Brasil,Alagoas,Maceió,Veículo Próprio,2.00,"Sim
"
13473850,2,20170116,Brasil,Alagoas,Maceió,20170116,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473850,1,20170102,Brasil,Distrito Federal,Brasília,20170116,Brasil,Alagoas,Maceió,Aéreo,14.00,"Sim
"
13473867,2,20170121,Reino Unido,,Londres,20170127,Espanha,,Madri,Aéreo,0.00,"Sim
"
13473867,3,20170127,Espanha,,Madri,20170128,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473867,1,20170115,Brasil,Distrito Federal,Brasília,20170121,Reino Unido,,Londres,Aéreo,0.00,"Sim
"
13473874,2,20170202,Brasil,Santa Catarina,Florianópolis,20170203,Brasil,Santa Catarina,São José,Veículo Próprio,1.00,"Sim
"
13473874,3,20170203,Brasil,Santa Catarina,São José,20170203,Brasil,Santa Catarina,Florianópolis,Veículo Próprio,0.00,"Não
"
13473874,1,20170202,Brasil,Distrito Federal,Brasília,20170202,Brasil,Santa Catarina,Florianópolis,Aéreo,0.00,"Não
"
13473874,4,20170203,Brasil,Santa Catarina,Florianópolis,20170203,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473923,2,20170202,Brasil,Santa Catarina,Florianópolis,20170203,Brasil,Santa Catarina,São José,Veículo Próprio,1.00,"Sim
"
13473923,3,20170203,Brasil,Santa Catarina,São José,20170203,Brasil,Santa Catarina,Florianópolis,Veículo Próprio,0.00,"Não
"
13473923,1,20170202,Brasil,Distrito Federal,Brasília,20170202,Brasil,Santa Catarina,Florianópolis,Aéreo,0.00,"Não
"
13473923,4,20170203,Brasil,Santa Catarina,Florianópolis,20170203,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473932,1,20170219,Brasil,Distrito Federal,Brasília,20170224,Bélgica,,Bruxelas,Aéreo,4.00,"Sim
"
13473932,2,20170224,Bélgica,,Bruxelas,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13473982,1,20170219,Brasil,Distrito Federal,Brasília,20170224,Bélgica,,Bruxelas,Aéreo,4.00,"Sim
"
13473982,2,20170224,Bélgica,,Bruxelas,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474011,2,20170121,Reino Unido,,Londres,20170122,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474011,1,20170115,Brasil,Distrito Federal,Brasília,20170121,Reino Unido,,Londres,Aéreo,0.00,"Sim
"
13474058,3,20170210,Brasil,Ceará,Fortaleza,20170210,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13474058,2,20170127,Brasil,Minas Gerais,Confins,20170210,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Sim
"
13474058,4,20170210,Brasil,Minas Gerais,Confins,20170210,Brasil,Minas Gerais,São João Del Rei,Veículo Oficial,0.00,"Não
"
13474058,1,20170127,Brasil,Minas Gerais,São João Del Rei,20170127,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13474086,2,20170106,Brasil,Rio Grande do Sul,Porto Alegre,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474086,1,20170105,Brasil,Distrito Federal,Brasília,20170106,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,1.00,"Sim
"
13474204,1,20170206,Brasil,Distrito Federal,Brasília,20170210,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13474204,2,20170210,Brasil,Bahia,Salvador,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474222,1,20170110,Brasil,Pará,Santarém,20170112,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13474222,2,20170112,Brasil,Distrito Federal,Brasília,20170113,Brasil,Pará,Santarém,Aéreo,1.00,"Não
"
13474252,3,20170214,Brasil,São Paulo,São Paulo,20170214,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474252,2,20170213,Brasil,São Paulo,São Paulo,20170214,Brasil,São Paulo,São Paulo,Inválido,0.00,"Sim
"
13474252,1,20170210,Brasil,Distrito Federal,Brasília,20170213,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13474254,1,20170207,Brasil,Distrito Federal,Brasília,20170210,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13474254,2,20170210,Brasil,Bahia,Salvador,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474259,1,20170206,Brasil,Distrito Federal,Brasília,20170210,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13474259,2,20170210,Brasil,Bahia,Salvador,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474264,1,20170206,Brasil,Distrito Federal,Brasília,20170210,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13474264,2,20170210,Brasil,Bahia,Salvador,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474342,2,20170217,Brasil,Mato Grosso do Sul,Campo Grande,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474342,1,20170213,Brasil,Distrito Federal,Brasília,20170217,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Sim
"
13474355,2,20170112,Brasil,Distrito Federal,Brasília,20170112,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13474355,1,20170110,Brasil,Bahia,Salvador,20170112,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13474360,2,20170217,Brasil,Mato Grosso do Sul,Campo Grande,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474360,1,20170213,Brasil,Distrito Federal,Brasília,20170217,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Sim
"
13474362,2,20170217,Brasil,Mato Grosso do Sul,Campo Grande,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474362,1,20170213,Brasil,Distrito Federal,Brasília,20170217,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Sim
"
13474387,2,20170107,Brasil,Pará,Belém,20170107,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474387,1,20170105,Brasil,Distrito Federal,Brasília,20170107,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13474395,1,20170102,Brasil,Bahia,Ilhéus,20170131,Brasil,Amazonas,Manaus,Aéreo,29.00,"Sim
"
13474395,2,20170131,Brasil,Amazonas,Manaus,20170131,Brasil,Bahia,Ilhéus,Aéreo,0.00,"Não
"
13474398,1,20170108,Brasil,São Paulo,Campinas,20170112,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13474398,2,20170112,Brasil,Bahia,Salvador,20170112,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13474403,1,20170213,Brasil,Distrito Federal,Brasília,20170217,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13474403,2,20170217,Brasil,Amazonas,Manaus,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474427,1,20170213,Brasil,Distrito Federal,Brasília,20170217,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13474427,2,20170217,Brasil,Amazonas,Manaus,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474429,1,20170213,Brasil,Distrito Federal,Brasília,20170217,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13474429,2,20170217,Brasil,Amazonas,Manaus,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474450,1,20170125,Brasil,Ceará,Fortaleza,20170126,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13474450,2,20170126,Brasil,Distrito Federal,Brasília,20170126,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Não
"
13474465,1,20170102,Brasil,Minas Gerais,Belo Horizonte,20170106,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13474465,2,20170106,Brasil,Distrito Federal,Brasília,20170106,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13474479,2,20170224,Brasil,Pará,Belém,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474479,1,20170220,Brasil,Distrito Federal,Brasília,20170224,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13474496,1,20170122,Brasil,Acre,Rio Branco,20170127,Brasil,Distrito Federal,Brasília,Aéreo,5.00,"Sim
"
13474496,2,20170127,Brasil,Distrito Federal,Brasília,20170127,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13474498,2,20170224,Brasil,Pará,Belém,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474498,1,20170220,Brasil,Distrito Federal,Brasília,20170224,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13474499,2,20170224,Brasil,Pará,Belém,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474499,1,20170220,Brasil,Distrito Federal,Brasília,20170224,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13474534,2,20170224,Brasil,Rio Grande do Sul,Porto Alegre,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474534,1,20170220,Brasil,Distrito Federal,Brasília,20170224,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13474543,1,20170102,Brasil,Rondônia,Porto Velho,20170102,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474551,2,20170224,Brasil,Rio Grande do Sul,Porto Alegre,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474551,1,20170220,Brasil,Distrito Federal,Brasília,20170224,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13474553,2,20170224,Brasil,Rio Grande do Sul,Porto Alegre,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474553,1,20170220,Brasil,Distrito Federal,Brasília,20170224,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13474586,2,20170115,Brasil,Pernambuco,Recife,20170115,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474586,1,20170111,Brasil,Distrito Federal,Brasília,20170115,Brasil,Pernambuco,Recife,Aéreo,0.00,"Sim
"
13474636,1,20170102,Brasil,Ceará,Fortaleza,20170102,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13474664,2,20170106,Brasil,Pará,Belém,20170107,Brasil,Pará,Altamira,Aéreo,0.00,"Sim
"
13474664,3,20170107,Brasil,Pará,Altamira,20170109,Brasil,Pará,Santarém,Aéreo,0.00,"Sim
"
13474664,4,20170109,Brasil,Pará,Santarém,20170109,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13474664,1,20170104,Brasil,Distrito Federal,Brasília,20170106,Brasil,Pará,Belém,Aéreo,0.00,"Sim
"
13476020,4,20170106,Brasil,Santa Catarina,Chapecó,20170106,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13476020,2,20170102,Brasil,Santa Catarina,Chapecó,20170106,Brasil,Paraná,Dois Vizinhos,Rodoviário,4.00,"Sim
"
13476020,3,20170106,Brasil,Paraná,Dois Vizinhos,20170106,Brasil,Santa Catarina,Chapecó,Rodoviário,0.00,"Não
"
13476020,1,20170102,Brasil,Rio de Janeiro,Rio de Janeiro,20170102,Brasil,Santa Catarina,Chapecó,Aéreo,0.00,"Não
"
13484141,1,20170102,Brasil,Rondônia,Porto Velho,20170103,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13484377,12,20171116,Brasil,Distrito Federal,Brasília,20171124,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13484377,8,20171028,Brasil,Distrito Federal,Brasília,20171031,Brasil,Amazonas,Humaitá,Veículo Oficial,3.00,"Sim
"
13484377,6,20171011,Brasil,Pará,Belém,20171015,Brasil,Pará,Altamira,Veículo Oficial,4.00,"Sim
"
13484377,5,20170913,Brasil,Distrito Federal,Brasília,20171011,Brasil,Pará,Belém,Veículo Oficial,28.00,"Sim
"
13484377,10,20171104,Brasil,Pará,Novo Progresso,20171107,Brasil,Pará,São Félix do Xingu,Veículo Oficial,3.00,"Sim
"
13484377,1,20170101,Brasil,Acre,Rio Branco,20170324,Brasil,Rio Grande do Sul,Porto Alegre,Veículo Oficial,82.00,"Sim
"
13484377,13,20171124,Brasil,Acre,Rio Branco,20171231,Brasil,Distrito Federal,Brasília,Rodoviário,37.00,"Sim
"
13484377,3,20170401,Brasil,Acre,Rio Branco,20170814,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,135.00,"Sim
"
13484377,11,20171107,Brasil,Pará,São Félix do Xingu,20171116,Brasil,Distrito Federal,Brasília,Veículo Oficial,9.00,"Sim
"
13484377,7,20171015,Brasil,Pará,Altamira,20171028,Brasil,Distrito Federal,Brasília,Veículo Oficial,13.00,"Sim
"
13484377,9,20171031,Brasil,Amazonas,Humaitá,20171104,Brasil,Pará,Novo Progresso,Veículo Oficial,4.00,"Sim
"
13484377,2,20170324,Brasil,Rio Grande do Sul,Porto Alegre,20170401,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13484377,4,20170814,Brasil,Rio Grande do Sul,Porto Alegre,20170913,Brasil,Distrito Federal,Brasília,Veículo Oficial,30.00,"Sim
"
13484377,14,20171231,Brasil,Distrito Federal,Brasília,20171231,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13484588,2,20170126,Brasil,Ceará,Juazeiro do Norte,20170126,Brasil,Bahia,Ilhéus,Aéreo,0.00,"Não
"
13484588,1,20170122,Brasil,Bahia,Ilhéus,20170126,Brasil,Ceará,Juazeiro do Norte,Aéreo,4.00,"Sim
"
13485217,7,20171211,Brasil,Rio Grande do Sul,Charrua,20171212,Brasil,Rio Grande do Sul,Getúlio Vargas,Veículo Oficial,1.00,"Sim
"
13485217,9,20171231,Brasil,Rio Grande do Sul,Porto Alegre,20171231,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13485217,8,20171212,Brasil,Rio Grande do Sul,Getúlio Vargas,20171231,Brasil,Rio Grande do Sul,Porto Alegre,Veículo Oficial,19.00,"Sim
"
13485217,1,20170101,Brasil,Acre,Rio Branco,20170512,Brasil,Rio Grande do Sul,Porto Alegre,Veículo Oficial,131.00,"Sim
"
13485217,5,20171018,Brasil,Acre,Rio Branco,20171110,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,23.00,"Sim
"
13485217,3,20170520,Brasil,Acre,Rio Branco,20171010,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,143.00,"Sim
"
13485217,4,20171010,Brasil,Rio Grande do Sul,Porto Alegre,20171018,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13485217,2,20170512,Brasil,Rio Grande do Sul,Porto Alegre,20170520,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13485217,6,20171110,Brasil,Rio Grande do Sul,Porto Alegre,20171211,Brasil,Rio Grande do Sul,Charrua,Veículo Oficial,31.00,"Sim
"
13485366,1,20170101,Brasil,Acre,Rio Branco,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,Veículo Oficial,8.00,"Sim
"
13485366,5,20170822,Brasil,Amazonas,Manaus,20170826,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13485366,3,20170517,Brasil,Amazonas,Manaus,20170525,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13485366,4,20170525,Brasil,Acre,Rio Branco,20170822,Brasil,Amazonas,Manaus,Rodoviário,89.00,"Sim
"
13485366,6,20170826,Brasil,Acre,Rio Branco,20171231,Brasil,Amazonas,Manaus,Rodoviário,127.00,"Sim
"
13485366,2,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,20170517,Brasil,Amazonas,Manaus,Veículo Oficial,128.00,"Sim
"
13485366,7,20171231,Brasil,Amazonas,Manaus,20171231,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13487689,1,20170116,Brasil,Rio Grande do Sul,Porto Alegre,20170125,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13487689,2,20170125,Brasil,Distrito Federal,Brasília,20170126,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13489322,1,20170110,Brasil,São Paulo,São Paulo,20170111,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13489322,3,20170111,Brasil,Distrito Federal,Brasília,20170111,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13489322,2,20170111,Brasil,Rio de Janeiro,Rio de Janeiro,20170111,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13491304,2,20170112,Brasil,Distrito Federal,Brasília,20170112,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13491304,1,20170110,Brasil,Rio de Janeiro,Rio de Janeiro,20170112,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13492298,1,20170109,Brasil,Amazonas,Tefé,20170112,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13492298,2,20170112,Brasil,Amazonas,Manaus,20170112,Brasil,Amazonas,Tefé,Aéreo,0.00,"Não
"
