Identificador do processo de viagem,CÛdigo do Ûrg„o superior,Nome do Ûrg„o superior,Codigo do Ûrg„o pagador,Nome do Ûrgao pagador,CÛdigo da unidade gestora pagadora,Nome da unidade gestora pagadora,Tipo de pagamento,Valor
13437985,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,647
13437988,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,6566
13438042,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,2855
13438465,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130090,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AM",DI¡RIAS                       ,3320
13439010,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,2492
13439038,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,5181
13439080,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130020,SECRETARIA DE RELACOES INTERN.DO AGRONEGOCIO,PASSAGEM                      ,431
13439080,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",130020,SECRETARIA DE RELACOES INTERN.DO AGRONEGOCIO,DI¡RIAS                       ,2011
13439139,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,5587
13439143,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,4267
13439302,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,259
13439457,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,DI¡RIAS                       ,729
13439457,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,333
13439499,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120036,DEPARTAMENTO DE CONTROLE DO ESPACO AEREO,PASSAGEM                      ,511
13439525,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,294
13439525,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,DI¡RIAS                       ,667
13439632,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,259
13439717,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,259
13440104,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,295
13440104,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,DI¡RIAS                       ,371
13440152,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,DI¡RIAS                       ,835
13441439,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,PASSAGEM                      ,745
13441533,26000,MINISTERIO DA EDUCACAO,26245,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,153115,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,PASSAGEM                      ,144
13441730,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,13051
13441820,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,13051
13441918,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,PASSAGEM                      ,745
13442105,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,PASSAGEM                      ,745
13442111,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,8151
13442385,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5864
13442424,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,4456
13442429,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,4456
13443171,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153080,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Taxa de agenciamento          ,16
13444314,26000,MINISTERIO DA EDUCACAO,26230,FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,PASSAGEM                      ,317
13444438,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240011,DEPARTAMENTO CULTURAL,PASSAGEM                      ,2853
13444635,26000,MINISTERIO DA EDUCACAO,26245,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,153115,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,PASSAGEM                      ,676
13444758,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240017,ESCRITORIO FINANCEIRO EM NOVA IORQUE,DI¡RIAS                       ,5577
13444758,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5333
13444797,26000,MINISTERIO DA EDUCACAO,26245,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,153115,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,PASSAGEM                      ,507
13445127,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240017,ESCRITORIO FINANCEIRO EM NOVA IORQUE,DI¡RIAS                       ,5912
13445174,26000,MINISTERIO DA EDUCACAO,26232,UNIVERSIDADE FEDERAL DA BAHIA,153038,UNIVERSIDADE FEDERAL DA BAHIA,PASSAGEM                      ,598
13445210,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,5996
13445634,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,4446
13445856,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,1462
13445902,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,1462
13446360,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,1214
13446434,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,3246
13446471,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,1798
13446664,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,207
13446664,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,498
13446664,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,3133
13447074,26000,MINISTERIO DA EDUCACAO,26279,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,154048,FUNDA«√O UNIVERSIDADE FEDERAL DO PIAUI,PASSAGEM                      ,632
13447244,26000,MINISTERIO DA EDUCACAO,26274,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,PASSAGEM                      ,908
13447324,20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",61201,INSTITUTO DE PESQUISA ECONOMICA APLICADA,110639,UNIDADE DE PASSAGENS AEREAS/IPEA,PASSAGEM                      ,266
13447621,26000,MINISTERIO DA EDUCACAO,26232,UNIVERSIDADE FEDERAL DA BAHIA,153038,UNIVERSIDADE FEDERAL DA BAHIA,PASSAGEM                      ,541
13447622,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120006,GRUPAMENTO DE APOIO DE BRASILIA,PASSAGEM                      ,603
13447688,20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",61201,INSTITUTO DE PESQUISA ECONOMICA APLICADA,113601,INSTITUTO DE PESQUISA ECONOMICA APLICADA,DI¡RIAS                       ,207
13447688,20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",61201,INSTITUTO DE PESQUISA ECONOMICA APLICADA,110639,UNIDADE DE PASSAGENS AEREAS/IPEA,PASSAGEM                      ,348
13447707,20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",61201,INSTITUTO DE PESQUISA ECONOMICA APLICADA,110639,UNIDADE DE PASSAGENS AEREAS/IPEA,PASSAGEM                      ,178
13448973,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,1712
13448973,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2425
13449165,26000,MINISTERIO DA EDUCACAO,26274,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,PASSAGEM                      ,302
13449611,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,2600
13449659,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,3484
13449690,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,2813
13450222,26000,MINISTERIO DA EDUCACAO,26268,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,154055,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,PASSAGEM                      ,1034
13450279,42000,MINISTERIO DA CULTURA,20411,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,343026,IPHAN - EXECUCAO ORCAMENTARIA E FINANCEIRA,PASSAGEM                      ,505
13450969,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120016,GRUPAMENTO DE APOIO DE S J CAMPOS,PASSAGEM                      ,486
13451502,20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",61201,INSTITUTO DE PESQUISA ECONOMICA APLICADA,110639,UNIDADE DE PASSAGENS AEREAS/IPEA,PASSAGEM                      ,1628
13452063,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170169,DELEGACIA DA RFB EM FLORIANOPOLIS,DI¡RIAS                       ,593
13452107,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,703
13452107,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,624
13452107,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2181
13452107,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,464
13452188,26000,MINISTERIO DA EDUCACAO,26274,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,PASSAGEM                      ,622
13452196,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5418
13452386,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,79
13452386,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2874
13452531,36000,MINISTERIO DA SAUDE,36201,FUNDACAO OSWALDO CRUZ,254450,ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA,PASSAGEM                      ,570
13452989,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5418
13452991,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5418
13453002,26000,MINISTERIO DA EDUCACAO,26255,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,153036,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,PASSAGEM                      ,200
13453002,26000,MINISTERIO DA EDUCACAO,26255,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,153036,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,PASSAGEM                      ,192
13453002,26000,MINISTERIO DA EDUCACAO,26255,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,153036,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,PASSAGEM                      ,154
13453062,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,8192
13453218,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,7273
13453397,26000,MINISTERIO DA EDUCACAO,26238,UNIVERSIDADE FEDERAL DE MINAS GERAIS,153292,INSTITUTO DE CIENCIAS EXATAS/UFMG,PASSAGEM                      ,796
13453407,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153098,PRO-REITORIA DE PESQ. E POS-GRADUACAO DA UFPE,ServiÁo correlato: seguro     ,68
13453407,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153098,PRO-REITORIA DE PESQ. E POS-GRADUACAO DA UFPE,PASSAGEM                      ,3453
13453468,26000,MINISTERIO DA EDUCACAO,26238,UNIVERSIDADE FEDERAL DE MINAS GERAIS,153292,INSTITUTO DE CIENCIAS EXATAS/UFMG,PASSAGEM                      ,815
13453468,26000,MINISTERIO DA EDUCACAO,26238,UNIVERSIDADE FEDERAL DE MINAS GERAIS,153292,INSTITUTO DE CIENCIAS EXATAS/UFMG,PASSAGEM                      ,297
13453649,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5285
13453792,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,3930
13453910,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,4485
13454800,26000,MINISTERIO DA EDUCACAO,26274,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,PASSAGEM                      ,960
13455641,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,416
13455698,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113214,AGENCIA NACIONAL DE AVIACAO CIVIL,PASSAGEM                      ,875
13456098,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120016,GRUPAMENTO DE APOIO DE S J CAMPOS,PASSAGEM                      ,762
13456474,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5655
13456547,63000,ADVOCACIA-GERAL DA UNIAO,63000,ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÕNCU,110581,DIVISAO DE DIARIAS E PASSAGENS DA AGU,PASSAGEM                      ,532
13456547,63000,ADVOCACIA-GERAL DA UNIAO,63000,ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÕNCU,110581,DIVISAO DE DIARIAS E PASSAGENS DA AGU,PASSAGEM                      ,437
13456612,63000,ADVOCACIA-GERAL DA UNIAO,63000,ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÕNCU,110581,DIVISAO DE DIARIAS E PASSAGENS DA AGU,PASSAGEM                      ,370
13456612,63000,ADVOCACIA-GERAL DA UNIAO,63000,ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÕNCU,110581,DIVISAO DE DIARIAS E PASSAGENS DA AGU,DI¡RIAS                       ,817
13456686,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5477
13456719,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5494
13456759,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,5040
13457404,26000,MINISTERIO DA EDUCACAO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,155007,EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES,PASSAGEM                      ,931
13457597,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,DI¡RIAS                       ,999
13457597,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,1217
13457611,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113217,REPRESENTA«√O REGIONAL S√O PAULO_- ANAC,PASSAGEM                      ,764
13457611,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113217,REPRESENTA«√O REGIONAL S√O PAULO_- ANAC,DI¡RIAS                       ,412
13457650,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,471
13457790,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,DI¡RIAS                       ,708
13457790,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,362
13457922,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2679
13457922,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2779
13457922,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2874
13457948,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,533
13457969,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,DI¡RIAS                       ,999
13457969,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,DI¡RIAS                       ,301
13457981,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,PASSAGEM                      ,2555
13457981,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400056,SECRETARIA DE INSPE«√O DO TRABALHO - SIT,DI¡RIAS                       ,999
13458573,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113216,REPRESENTA«√O REGIONAL RIO DE JANEIRO - ANAC,DI¡RIAS                       ,20078
13458573,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113216,REPRESENTA«√O REGIONAL RIO DE JANEIRO - ANAC,PASSAGEM                      ,4862
13458573,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113216,REPRESENTA«√O REGIONAL RIO DE JANEIRO - ANAC,ServiÁo correlato: seguro     ,181
13458623,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113216,REPRESENTA«√O REGIONAL RIO DE JANEIRO - ANAC,Taxa de agenciamento          ,16
13458623,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113216,REPRESENTA«√O REGIONAL RIO DE JANEIRO - ANAC,DI¡RIAS                       ,17668
13458623,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113216,REPRESENTA«√O REGIONAL RIO DE JANEIRO - ANAC,PASSAGEM                      ,5945
13458661,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,549
13458770,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153098,PRO-REITORIA DE PESQ. E POS-GRADUACAO DA UFPE,Taxa de agenciamento          ,16
13458770,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153098,PRO-REITORIA DE PESQ. E POS-GRADUACAO DA UFPE,PASSAGEM                      ,3261
13458959,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,8065
13458992,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,1190
13459015,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,405
13459027,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,300
13459054,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,393001,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,PASSAGEM                      ,533
13459219,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153098,PRO-REITORIA DE PESQ. E POS-GRADUACAO DA UFPE,ServiÁo correlato: seguro     ,37
13459219,26000,MINISTERIO DA EDUCACAO,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,153098,PRO-REITORIA DE PESQ. E POS-GRADUACAO DA UFPE,PASSAGEM                      ,1681
13459349,26000,MINISTERIO DA EDUCACAO,26416,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA",158306,INST.FED.DO PAR¡/CAMPUS BELEM,PASSAGEM                      ,357
13459444,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,PASSAGEM                      ,4644
13459668,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,112
13459668,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1499
13459668,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3026
13459668,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,336
